ENTITY	text:National Sports Center	qid:EL2580	docId:NYT_ENG_20071129.0148.LDC2009T13	url:http://en.wikipedia.org/wiki/National_Sports_Center
CANDIDATE	url:http://en.wikipedia.org/wiki/Room_222
CANDIDATE	url:http://en.wikipedia.org/wiki/The_Mod_Squad
CANDIDATE	url:http://en.wikipedia.org/wiki/Gideon_Oliver
CANDIDATE	url:http://en.wikipedia.org/wiki/Stick_Around_(TV)
CANDIDATE	url:http://en.wikipedia.org/wiki/WTVG
CANDIDATE	url:http://en.wikipedia.org/wiki/Dance_Machine
CANDIDATE	url:http://en.wikipedia.org/wiki/Alice_in_Wonderland_(or_What’s_a_Nice_Kid_Like_You_Doing_in_a_Place_Like_This?)
CANDIDATE	url:http://en.wikipedia.org/wiki/WIVT
CANDIDATE	url:http://en.wikipedia.org/wiki/General_Hospital
CANDIDATE	url:http://en.wikipedia.org/wiki/Andy_Newmark
CANDIDATE	url:http://en.wikipedia.org/wiki/Runaway!_(1973_film)
CANDIDATE	url:http://en.wikipedia.org/wiki/KLFY-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/WIBW-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/WTAE-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/Didn't_We_Almost_Have_It_All?
CANDIDATE	url:http://en.wikipedia.org/wiki/Jim_McKay
CANDIDATE	url:http://en.wikipedia.org/wiki/Baby_Talk_(TV_series)
CANDIDATE	url:http://en.wikipedia.org/wiki/KMOT
CANDIDATE	url:http://en.wikipedia.org/wiki/Up_(ABC_album)
CANDIDATE	url:http://en.wikipedia.org/wiki/The_Day_After
CANDIDATE	url:http://en.wikipedia.org/wiki/Holiday_in_Your_Heart
CANDIDATE	url:http://en.wikipedia.org/wiki/A_New_Kind_of_Family
CANDIDATE	url:http://en.wikipedia.org/wiki/WFIE
CANDIDATE	url:http://en.wikipedia.org/wiki/WCHS-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/ABC_Monday_Night_Football_(video_game)
CANDIDATE	url:http://en.wikipedia.org/wiki/WREX-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/48th_Primetime_Emmy_Awards
CANDIDATE	url:http://en.wikipedia.org/wiki/KSNB-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/Wonderbug
CANDIDATE	url:http://en.wikipedia.org/wiki/WPRI-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/Firehouse_(TV_series)
CANDIDATE	url:http://en.wikipedia.org/wiki/WSIL-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/Little_House_on_the_Prairie_(TV_miniseries)
CANDIDATE	url:http://en.wikipedia.org/wiki/The_Texas_Wheelers
CANDIDATE	url:http://en.wikipedia.org/wiki/Who_Will_Love_My_Children?
CANDIDATE	url:http://en.wikipedia.org/wiki/WKBS-TV_(Philadelphia)
CANDIDATE	url:http://en.wikipedia.org/wiki/55th_Academy_Awards
CANDIDATE	url:http://en.wikipedia.org/wiki/ABC_Learning
CANDIDATE	url:http://en.wikipedia.org/wiki/ZFB-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/60th_Academy_Awards
CANDIDATE	url:http://en.wikipedia.org/wiki/Satan's_School_for_Girls
CANDIDATE	url:http://en.wikipedia.org/wiki/Lost_(season_3)
CANDIDATE	url:http://en.wikipedia.org/wiki/ABC_Gold
CANDIDATE	url:http://en.wikipedia.org/wiki/Sugarfoot
CANDIDATE	url:http://en.wikipedia.org/wiki/Benson_(TV_series)
CANDIDATE	url:http://en.wikipedia.org/wiki/KUSA-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/WWMT
CANDIDATE	url:http://en.wikipedia.org/wiki/The_Tycoon_(TV_series)
CANDIDATE	url:http://en.wikipedia.org/wiki/Dharma_&_Greg
CANDIDATE	url:http://en.wikipedia.org/wiki/1970–71_NBA_season
CANDIDATE	url:http://en.wikipedia.org/wiki/1988_National_League_Championship_Series
CANDIDATE	url:http://en.wikipedia.org/wiki/Head_Start_(TV_series)
CANDIDATE	url:http://en.wikipedia.org/wiki/KTVQ
CANDIDATE	url:http://en.wikipedia.org/wiki/WKYT-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/Push,_Nevada
CANDIDATE	url:http://en.wikipedia.org/wiki/ABC_miłości
CANDIDATE	url:http://en.wikipedia.org/wiki/Hotel_(TV_series)
CANDIDATE	url:http://en.wikipedia.org/wiki/Begin_the_Begin_(Grey's_Anatomy)
CANDIDATE	url:http://en.wikipedia.org/wiki/Martin_Fry
CANDIDATE	url:http://en.wikipedia.org/wiki/Tower_of_Terror_(film)
CANDIDATE	url:http://en.wikipedia.org/wiki/The_ABC_Saturday_Superstar_Movie
CANDIDATE	url:http://en.wikipedia.org/wiki/Howard_K._Smith
CANDIDATE	url:http://en.wikipedia.org/wiki/KAAL
CANDIDATE	url:http://en.wikipedia.org/wiki/KXPO
CANDIDATE	url:http://en.wikipedia.org/wiki/WDSU
CANDIDATE	url:http://en.wikipedia.org/wiki/The_Job_(TV_series)
CANDIDATE	url:http://en.wikipedia.org/wiki/KNDO
CANDIDATE	url:http://en.wikipedia.org/wiki/WKEF
CANDIDATE	url:http://en.wikipedia.org/wiki/1995_American_League_Division_Series
CANDIDATE	url:http://en.wikipedia.org/wiki/KLBK-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/WTVD
CANDIDATE	url:http://en.wikipedia.org/wiki/ABC_Software
CANDIDATE	url:http://en.wikipedia.org/wiki/WJJY-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/I_Survived_a_Japanese_Game_Show
CANDIDATE	url:http://en.wikipedia.org/wiki/Lift_Off_(TV_series)
CANDIDATE	url:http://en.wikipedia.org/wiki/The_Name's_the_Same
CANDIDATE	url:http://en.wikipedia.org/wiki/PBA_on_ABC
CANDIDATE	url:http://en.wikipedia.org/wiki/On_Our_Own_(1994_TV_series)
CANDIDATE	url:http://en.wikipedia.org/wiki/WSUN-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/WSET-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/Northland's_NewsCenter
CANDIDATE	url:http://en.wikipedia.org/wiki/KQCK
CANDIDATE	url:http://en.wikipedia.org/wiki/WVTV
CANDIDATE	url:http://en.wikipedia.org/wiki/WTLV
CANDIDATE	url:http://en.wikipedia.org/wiki/American_Broadcasting_Company
CANDIDATE	url:http://en.wikipedia.org/wiki/WTVR-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/WPVI-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/Ultimate_Collection_(ABC)
CANDIDATE	url:http://en.wikipedia.org/wiki/KTRE
CANDIDATE	url:http://en.wikipedia.org/wiki/WLNE-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/KOTA-TV
CANDIDATE	url:http://en.wikipedia.org/wiki/Thirtysomething_(TV_series)
ENTITY	text:Queen City	qid:EL2971	docId:APW_ENG_20081118.0447.LDC2009T13	url:http://en.wikipedia.org/wiki/Cincinnati,_Ohio
CONTEXT	 Queen City Greyhounds: http://www.queencitygreyhounds.com 
CANDIDATE	url:http://en.wikipedia.org/wiki/Ulmus_americana_'Queen_City'
CANDIDATE	url:http://en.wikipedia.org/wiki/Queen_Charlotte,_British_Columbia
CANDIDATE	url:http://en.wikipedia.org/wiki/Queen_Charlotte_City_Water_Aerodrome
ENTITY	text:Norfolk Southern	qid:EL2691	docId:APW_ENG_20070522.0220.LDC2009T13	url:http://en.wikipedia.org/wiki/Norfolk_Southern_Corp.
CONTEXT	The three railroads companies Berkshire invested in -- Burlington  Northern Santa Fe Corp., Union Pacific Corp. and Norfolk Southern Corp. -- are all trading near their 52-week highs. And the same is true for the three other major North American freight bought into railroads. It continued last week when Berkshire Berkshire first disclosed its BNSF stake and Buffett said he'd revealed its investments in UP and Norfolk Southern and another billionaire, Carl Icahn, disclosed his company had invested in CSX. Norfolk Southern Corp.: http://www.nscorp.com 
CANDIDATE	url:http://en.wikipedia.org/wiki/Norfolk_Southern_James_River_Bridge
CANDIDATE	url:http://en.wikipedia.org/wiki/Norfolk_and_Portsmouth_Belt_Line_Railroad
CANDIDATE	url:http://en.wikipedia.org/wiki/Norfolk_Southern_Corp.
ENTITY	text:Norfolk Southern Corp.	qid:EL2705	docId:APW_ENG_20070522.0220.LDC2009T13	url:http://en.wikipedia.org/wiki/Norfolk_Southern_Corp.
CONTEXT	The three railroads companies Berkshire invested in -- Burlington  Northern Santa Fe Corp., Union Pacific Corp. and Norfolk Southern Corp. -- are all trading near their 52-week highs. And the same is true for the three other major North American freight bought into railroads. It continued last week when Berkshire Berkshire first disclosed its BNSF stake and Buffett said he'd revealed its investments in UP and Norfolk Southern and another billionaire, Carl Icahn, disclosed his company had invested in CSX. Norfolk Southern Corp.: http://www.nscorp.com railroads Berkshire didn't buy: CSX Corp., Canadian National Railway Co. and Canadian Pacific Railway Ltd. Burlington Northern Santa Fe Corp.: http://www.bnsf.com Union Pacific Corp.: http://www.up.com 
CANDIDATE	url:http://en.wikipedia.org/wiki/Norfolk_Southern_James_River_Bridge
CANDIDATE	url:http://en.wikipedia.org/wiki/WCLN_(AM)
CANDIDATE	url:http://en.wikipedia.org/wiki/Norfolk_Southern_Corp.
ENTITY	text:Cartoon Network	qid:EL532	docId:AFP_ENG_20070201.0580.LDC2009T13	url:http://en.wikipedia.org/wiki/Cartoon_Network_(United_States)
CONTEXT	to promote a late-night animated program on Turner Broadcasting's allegedly planting several flashing circuit boards around Boston System's Cartoon Network.  The surreal cartoon stars a box of french fries, a milkshake and a meatball living in New Jersey. danger," it said in a statement, adding that the devices, showing "The 'packages' in question are magnetic lights that pose no a cartoon character making an obscene gesture, had been used in 10 US cities for up to three weeks. 
CANDIDATE	url:http://en.wikipedia.org/wiki/Cartoon_Network_(Australia)
CANDIDATE	url:http://en.wikipedia.org/wiki/The_Quest_(video_game)
CANDIDATE	url:http://en.wikipedia.org/wiki/Cartoon_Network_(United_States)
CANDIDATE	url:http://en.wikipedia.org/wiki/Cartoon_Network_(South_Korea)
CANDIDATE	url:http://en.wikipedia.org/wiki/Cartoon_Network_(Turkey)
ENTITY	text:Mahdi	qid:EL1915	docId:AFP_ENG_20070417.0098.LDC2009T13	url:http://en.wikipedia.org/wiki/Mahdi_Army
CONTEXT	said to be in hiding in Iran in order to avoid a crackdown on his armour-piercing EFPs to Shiite militants, and Sadr himself is Mahdi Army militia.  But the decision also puts a powerful, popular movement -- and Sadr's feared Mahdi Army militia -- in the opposition camp, where it can be expected to step up its demands for a withdrawal of US forces. 
CANDIDATE	url:http://en.wikipedia.org/wiki/Operation_Iron_Saber
CANDIDATE	url:http://en.wikipedia.org/wiki/Mahdi_Army
CANDIDATE	url:http://en.wikipedia.org/wiki/Aïn_Mahdi_District
CANDIDATE	url:http://en.wikipedia.org/wiki/The_Mahdi
CANDIDATE	url:http://en.wikipedia.org/wiki/Mahdi_Bemani_Naeini
CANDIDATE	url:http://en.wikipedia.org/wiki/Mahdi_ElMandjra
CANDIDATE	url:http://en.wikipedia.org/wiki/Mahdi_Bray
ENTITY	text:Galatasaray SK	qid:EL1445	docId:AFP_ENG_20070514.0135.LDC2009T13	url:http://en.wikipedia.org/wiki/Galatasaray_A.Ş.
CONTEXT	Shunsuke Nakamura, and defensive midfielders Junichi Inamoto of Also on Osim's mind are Celtic midfielder and deadball specialist Turkey's Galatasaray SK and Koji Nakata of Switzerland's FC Basel.  
CANDIDATE	url:http://en.wikipedia.org/wiki/Galatasaray_Women's_Volleyball_Team
CANDIDATE	url:http://en.wikipedia.org/wiki/Galatasaray_Wheelchair_Basketball_Team
CANDIDATE	url:http://en.wikipedia.org/wiki/Galatasaray_Men's_Volleyball_Team
ENTITY	text:KCNA	qid:EL1761	docId:AFP_ENG_20070713.0325.LDC2009T13	url:http://en.wikipedia.org/wiki/Korean_Central_News_Agency
CONTEXT	representative," the North's armed forces said in a statement on DPRK (North Korea) and US militaries to be attended by a UN the official KCNA news agency.  
CANDIDATE	url:http://en.wikipedia.org/wiki/KCNA
CANDIDATE	url:http://en.wikipedia.org/wiki/KLKN
CANDIDATE	url:http://en.wikipedia.org/wiki/Korean_Central_News_Agency
CANDIDATE	url:http://en.wikipedia.org/wiki/The_Respected_Comrade_Supreme_Commander_Is_Our_Destiny
ENTITY	text:Chris Chelios	qid:EL821	docId:AFP_ENG_20080507.0728.LDC2009T13	url:http://en.wikipedia.org/wiki/Chris_Chelios
CONTEXT	 Chris Chelios, a 46-year-old Red Wings defenseman, missed the final game against Colorado with a leg injury but said he is ready to face the Stars in game one Thursday. series a little further, deep into the series, I think that's "I've always felt with a layoff like this, if you go into a when hopefully it'll pay off a little bit," Chelios said. "They had some tough games against San Jose." 
CANDIDATE	url:http://en.wikipedia.org/wiki/Nikos_Tselios
CANDIDATE	url:http://en.wikipedia.org/wiki/Phil_Housley
CANDIDATE	url:http://en.wikipedia.org/wiki/Chris_Chelios
ENTITY	text:Macau	qid:EL1905	docId:AFP_ENG_20070111.0433.LDC2009T13	url:http://en.wikipedia.org/wiki/Macau
CONTEXT	Hengqin is part of the Zhuhai city government's administration in  southern China and lies near the gambling mecca of Macau, where Las Vegas Sands already has one casino and will open another this year. The Sands was the first foreign-owned casino to open in Macau -- in 2004 -- after the former Portuguese enclave's gaming market was liberalized in 2002, following 40 years under the control of The US group is boosting a new investment in Macau's Cotai Strip casino resorts by 25 percent to 10 billion dollars, to build an extra 6,000 hotel rooms along the 198-acre (80-hectare) channel 
CANDIDATE	url:http://en.wikipedia.org/wiki/Law_enforcement_in_Macau
CANDIDATE	url:http://en.wikipedia.org/wiki/Macau_national_football_team
CANDIDATE	url:http://en.wikipedia.org/wiki/Overseas_Filipino
CANDIDATE	url:http://en.wikipedia.org/wiki/Macau_Inter-University_Institute
CANDIDATE	url:http://en.wikipedia.org/wiki/Brazil_national_futsal_team
CANDIDATE	url:http://en.wikipedia.org/wiki/Macau_at_the_2008_Summer_Paralympics
CANDIDATE	url:http://en.wikipedia.org/wiki/Tony_Ayres
CANDIDATE	url:http://en.wikipedia.org/wiki/Hospital_Kiang_Wu
CANDIDATE	url:http://en.wikipedia.org/wiki/Grand_Lisboa
CANDIDATE	url:http://en.wikipedia.org/wiki/Iran_at_the_2007_Asian_Indoor_Games
CANDIDATE	url:http://en.wikipedia.org/wiki/Macanese_language
CANDIDATE	url:http://en.wikipedia.org/wiki/Macau_University_of_Science_and_Technology_Hospital
CANDIDATE	url:http://en.wikipedia.org/wiki/Wing_Hang_Bank
CANDIDATE	url:http://en.wikipedia.org/wiki/Macau_Centre_for_Disease_Control_and_Prevention
CANDIDATE	url:http://en.wikipedia.org/wiki/Macau_at_the_2007_Asian_Winter_Games
CANDIDATE	url:http://en.wikipedia.org/wiki/University_of_Macau
CANDIDATE	url:http://en.wikipedia.org/wiki/CTT_(Macau)
CANDIDATE	url:http://en.wikipedia.org/wiki/Macau
CANDIDATE	url:http://en.wikipedia.org/wiki/John_Lone
CANDIDATE	url:http://en.wikipedia.org/wiki/.mo
CANDIDATE	url:http://en.wikipedia.org/wiki/Cartoon_Network_(Southeast_Asia)
CANDIDATE	url:http://en.wikipedia.org/wiki/Corpo_de_Bombeiros_de_Macau
CANDIDATE	url:http://en.wikipedia.org/wiki/Macau_Pass
CANDIDATE	url:http://en.wikipedia.org/wiki/Jenny_Tseng
CANDIDATE	url:http://en.wikipedia.org/wiki/Ming-Na
ENTITY	text:Dee Dee Myers	qid:EL1222	docId:AFP_ENG_19941018.0328.LDC2007T07	url:http://en.wikipedia.org/wiki/Dee_Dee_Myers
CONTEXT	US delegation on his return from the talks with North Korea in Geneva, to gather later at the White House with Robert Gallucci, head of the Clinton's spokeswoman Dee Dee Myers said.  Clinton has given the thumbs up on the general agreement, according to Myers, who added: "Now it's a chance ... for the president to review the details to make a final determination." Myers said Washington will be consulting with other countries on the contents of the agreement and reiterated that the US commitment to South Korea's security was "unshakable." 
CANDIDATE	url:http://en.wikipedia.org/wiki/Greatest_&_Latest
CANDIDATE	url:http://en.wikipedia.org/wiki/I'm_Kool_Moe_Dee
CANDIDATE	url:http://en.wikipedia.org/wiki/Dee_Dee_Myers
CANDIDATE	url:http://en.wikipedia.org/wiki/Dee_Dee_Planet
ENTITY	text:Tianjin	qid:EL3474	docId:AFP_ENG_20080514.0614.LDC2009T13	url:http://en.wikipedia.org/wiki/Tianjin
CONTEXT	 Born in Tianjin, a port city near Beijing, Wen has been a life- long party bureaucrat, rising through the ranks and surviving repeated purges after graduating from university as a geologist. 
CANDIDATE	url:http://en.wikipedia.org/wiki/Michiyo_Okusu
CANDIDATE	url:http://en.wikipedia.org/wiki/Zhang_Pengxiang
CANDIDATE	url:http://en.wikipedia.org/wiki/Louise_Lee
CANDIDATE	url:http://en.wikipedia.org/wiki/Feng_Gong
CANDIDATE	url:http://en.wikipedia.org/wiki/2209_Tianjin
CANDIDATE	url:http://en.wikipedia.org/wiki/Tianjin_Metro
CANDIDATE	url:http://en.wikipedia.org/wiki/Ma_Sanli
CANDIDATE	url:http://en.wikipedia.org/wiki/Tianjin
CANDIDATE	url:http://en.wikipedia.org/wiki/Tianjin_Campaign
CANDIDATE	url:http://en.wikipedia.org/wiki/Jacky_Cheung
CANDIDATE	url:http://en.wikipedia.org/wiki/Hebei_University_of_Technology
CANDIDATE	url:http://en.wikipedia.org/wiki/Tianjin_Xinda_Plaza
CANDIDATE	url:http://en.wikipedia.org/wiki/Shiing-Shen_Chern
CANDIDATE	url:http://en.wikipedia.org/wiki/Tianjin_Television
CANDIDATE	url:http://en.wikipedia.org/wiki/Cao_Yang
CANDIDATE	url:http://en.wikipedia.org/wiki/Tianjin_Ren_Min_Guangbo_Dian_Tai
CANDIDATE	url:http://en.wikipedia.org/wiki/Toyota_Corolla_E120
CANDIDATE	url:http://en.wikipedia.org/wiki/Tianjin_Development
CANDIDATE	url:http://en.wikipedia.org/wiki/Yuan_Weiwei
ENTITY	text:Tehran	qid:EL3261	docId:AFP_ENG_19950317.0148.LDC2007T07	url:http://en.wikipedia.org/wiki/Tehran
CONTEXT	seated at the ayatollah's feet on the balcony of his residence in Khomeini was there at all his father's public appearances and would be Jamaran, northern Tehran, when he gave speeches.  Ahmad Khomeini was also a football enthusiast during the 1960s and was one of the best players in the Tehran club Shahin. But he cut short his career to join Ayatollah Khomeini in exile in Iraq. 
CANDIDATE	url:http://en.wikipedia.org/wiki/Ehsan_Hadadi
CANDIDATE	url:http://en.wikipedia.org/wiki/Mohammad-Ali_Fardin
CANDIDATE	url:http://en.wikipedia.org/wiki/Dariush_Mehrjui
CANDIDATE	url:http://en.wikipedia.org/wiki/Mahram_Tehran_BC
CANDIDATE	url:http://en.wikipedia.org/wiki/Shaun_Toub
CANDIDATE	url:http://en.wikipedia.org/wiki/Mohammad_Moin
CANDIDATE	url:http://en.wikipedia.org/wiki/Ahmad_Shamlou
CANDIDATE	url:http://en.wikipedia.org/wiki/Malaysia_national_under-23_football_team
CANDIDATE	url:http://en.wikipedia.org/wiki/Mohammad-Ali_Rajai
CANDIDATE	url:http://en.wikipedia.org/wiki/K._N._Toosi_University_of_Technology
CANDIDATE	url:http://en.wikipedia.org/wiki/Allameh_Tabataba'i_University
CANDIDATE	url:http://en.wikipedia.org/wiki/Ruhollah_Khomeini
